S,D,bespoke_zilch,bespoke_full,comp_zilch,comp_partial,comp_full,asymptotic_compositionality,asymptotic_cost,comp_cost,bespoke_cost
10,3,10,0,10.001,9,1,1.1329056990241086e-10,9.702989999958271,9.702989999958271,9.702989999999996
10,9,10,0,10.001,9,1,0.7121229464232987,7.141197830403314,7.141197830403314,9.135172474836406
10,27,10,0,10.001,9,1,0.9952347717907761,1.9167991157207407,1.9167991157207407,7.623427143471034
10,81,10,0,10.001,9,1,0.999999796250919,1.0031456027764523,1.0031456027764523,4.430479816261724
10,243,10,0,10.001,9,1,0.11471025977486109,0.22053247382631952,0.22053247382631952,0.869665590982469
10,3,10,0,10.001,9,2,1.1329056990241086e-10,9.702989999961602,9.702989999961602,9.702989999999996
10,9,10,0,10.001,9,2,0.7121229464232987,7.377516999937094,7.377516999937094,9.135172474836406
10,27,10,0,10.001,9,2,0.9952347717907761,2.8011876111529452,2.8011876111529452,7.623427143471034
10,81,10,0,10.001,9,2,0.999999796250919,2.002752221602103,2.002752221602103,4.430479816261724
10,243,10,0,10.001,9,2,0.11471025977486109,0.32266349241262804,0.32266349241262804,0.869665590982469
10,3,10,0,10.001,9,3,1.1329056990241086e-10,9.702989999964934,9.702989999964934,9.702989999999996
10,9,10,0,10.001,9,3,0.7121229464232987,7.613836169470875,7.613836169470875,9.135172474836406
10,27,10,0,10.001,9,3,0.9952347717907761,3.68557610658515,3.68557610658515,7.623427143471034
10,81,10,0,10.001,9,3,0.999999796250919,3.002358840427754,3.002358840427754,4.430479816261724
10,243,10,0,10.001,9,3,0.11471025977486109,0.4247945109989366,0.4247945109989366,0.869665590982469
10,3,10,0,10.001,9,4,1.1329056990241086e-10,9.702989999968265,9.702989999968265,9.702989999999996
10,9,10,0,10.001,9,4,0.7121229464232987,7.8501553390046555,7.8501553390046555,9.135172474836406
10,27,10,0,10.001,9,4,0.9952347717907761,4.569964602017354,4.569964602017354,7.623427143471034
10,81,10,0,10.001,9,4,0.999999796250919,4.001965459253404,4.001965459253404,4.430479816261724
10,243,10,0,10.001,9,4,0.11471025977486109,0.5269255295852451,0.5269255295852451,0.869665590982469
10,3,10,0,10.001,9,5,1.1329056990241086e-10,9.702989999971596,9.702989999971596,9.702989999999996
10,9,10,0,10.001,9,5,0.7121229464232987,8.086474508538435,8.086474508538435,9.135172474836406
10,27,10,0,10.001,9,5,0.9952347717907761,5.454353097449559,5.454353097449559,7.623427143471034
10,81,10,0,10.001,9,5,0.999999796250919,5.001572078079056,5.001572078079056,4.430479816261724
10,243,10,0,10.001,9,5,0.11471025977486109,0.6290565481715537,0.6290565481715537,0.869665590982469
10,3,10,0,10.001,9,6,1.1329056990241086e-10,9.702989999974927,9.702989999974927,9.702989999999996
10,9,10,0,10.001,9,6,0.7121229464232987,8.322793678072216,8.322793678072216,9.135172474836406
10,27,10,0,10.001,9,6,0.9952347717907761,6.338741592881764,6.338741592881764,7.623427143471034
10,81,10,0,10.001,9,6,0.999999796250919,6.001178696904707,6.001178696904707,4.430479816261724
10,243,10,0,10.001,9,6,0.11471025977486109,0.7311875667578622,0.7311875667578622,0.869665590982469
10,3,10,0,10.001,9,7,1.1329056990241086e-10,9.702989999978259,9.702989999978259,9.702989999999996
10,9,10,0,10.001,9,7,0.7121229464232987,8.559112847605997,8.559112847605997,9.135172474836406
10,27,10,0,10.001,9,7,0.9952347717907761,7.223130088313967,7.223130088313967,7.623427143471034
10,81,10,0,10.001,9,7,0.999999796250919,7.000785315730357,7.000785315730357,4.430479816261724
10,243,10,0,10.001,9,7,0.11471025977486109,0.8333185853441707,0.8333185853441707,0.869665590982469
10,3,10,0,10.001,9,8,1.1329056990241086e-10,9.70298999998159,9.70298999998159,9.702989999999996
10,9,10,0,10.001,9,8,0.7121229464232987,8.795432017139778,8.795432017139778,9.135172474836406
10,27,10,0,10.001,9,8,0.9952347717907761,8.107518583746172,8.107518583746172,7.623427143471034
10,81,10,0,10.001,9,8,0.999999796250919,8.000391934556008,8.000391934556008,4.430479816261724
10,243,10,0,10.001,9,8,0.11471025977486109,0.9354496039304793,0.9354496039304793,0.869665590982469
10,3,10,0,10.001,9,9,1.1329056990241086e-10,9.70298999998492,9.70298999998492,9.702989999999996
10,9,10,0,10.001,9,9,0.7121229464232987,9.031751186673556,9.031751186673556,9.135172474836406
10,27,10,0,10.001,9,9,0.9952347717907761,8.991907079178377,8.991907079178377,7.623427143471034
10,81,10,0,10.001,9,9,0.999999796250919,8.999998553381658,8.999998553381658,4.430479816261724
10,243,10,0,10.001,9,9,0.11471025977486109,1.0375806225167878,1.0375806225167878,0.869665590982469
